hpoID	hpoLabel	deltaZ	pValue	nGenes
HP:0004057	Mitten deformity	0.0563324400484	0.532212408616	6
HP:0012776	Abnormal ciliary body morphology	-0.0694645456969	0.0421512244992	6
HP:0006597	Diaphragmatic paralysis	-0.0106905608323	0.203566857076	6
HP:0001014	Angiokeratoma	-0.00246150423485	0.913851717755	5
HP:0011560	Mitral atresia	-0.00352532639753	0.894489187787	4
HP:0001032	Absent distal interphalangeal creases	-0.0283009077442	0.000116586977017	6
HP:0030984	Abnormal serum bile acid concentration	-0.0127717279035	0.580624844883	6
HP:0007383	Congenital localized absence of skin	0.0718488251377	0.510891155013	6
HP:0009467	Radial deviation of the 2nd finger	-0.0461413957498	0.0745755386688	5
HP:0002249	Melena	-0.0135718838561	0.0270356099985	4
HP:0009102	Anterior open-bite malocclusion	-0.0335157068012	0.0237671643266	5
HP:0009107	Abnormal ossification involving the femoral head and neck	-0.0683809422598	0.0854977457677	5
HP:0000636	Upper eyelid coloboma	-0.0084785594254	0.679854610059	6
HP:0011546	Abnormal atrioventricular connection	-0.00352532639753	0.894489187787	4
HP:0002511	Alzheimer disease	0.0658590824145	0.215325103426	5
HP:0008200	Primary hyperparathyroidism	-0.0337101471275	0.320565644217	6
HP:0007941	Limited extraocular movements	0.0204420553631	0.663699246429	5
HP:0006461	Proximal femoral epiphysiolysis	0.0764868846653	0.620819320902	6
HP:0001227	Abnormality of the thenar eminence	-0.0742756321235	0.0735496843907	6
HP:0006376	Limited elbow flexion	-0.0281093781989	0.0824835664368	6
HP:0002235	Pili canaliculi	0.0149762934693	0.401136943146	6
HP:0031285	Abnormal perifollicular morphology	0.117413244892	0.388659509983	5
HP:0010969	Abnormality of glycolipid metabolism	-0.0187165149052	0.231640405429	6
HP:0000660	Lipemia retinalis	-0.00618932826805	0.561911236694	6
HP:0030353	Decreased serum insulin-like growth factor 1	-0.0476041751422	0.170500871572	6
HP:0004488	Macrocephaly at birth	-0.0019867772631	0.946862120358	6
HP:0010319	Abnormality of the 2nd toe	-0.0499775133288	0.0692480272838	5
HP:0010314	Premature thelarche	-0.041259440099	0.31586051155	5
HP:0010480	Urethral fistula	-0.0806716254354	0.0107577167232	6
HP:0010754	Abnormality of the temporomandibular joint	-0.0420516410276	0.200138391538	6
HP:0011960	Substantia nigra gliosis	-0.0159575211144	0.442837895703	4
HP:0100281	Chronic colitis	0.0600635991357	0.421698684089	6
HP:0000923	Beaded ribs	-0.0112843038781	0.386455216882	6
HP:0012861	Ovotestis	-0.032895942199	0.108901726255	2
HP:0005165	Shortened PR interval	0.0265250025954	0.373332666203	4
HP:0008716	Urethrovaginal fistula	-0.0806716254354	0.0107577167232	6
HP:0006644	Thoracic dysplasia	-0.059769428058	0.0353270352302	6
HP:0040135	Abnormal transferrin saturation	-0.0208258351127	0.00534228394844	5
HP:0006771	Duodenal adenocarcinoma	0.704606568229	0.106485005162	6
HP:0010746	Hypoplasia of the phalanges of the toes	-0.0124904435591	0.442697023382	5
HP:0002049	Proximal renal tubular acidosis	-0.0368953662275	0.0426878238321	5
HP:0005523	Lymphoproliferative disorder	0.00114377253819	0.964488320598	6
HP:0002041	Intractable diarrhea	-0.0416533881791	0.224519021491	6
HP:0100831	Abnormality of vitamin K metabolism	0.0304030062698	0.672703996954	6
HP:0100830	Round ear	-0.0117090467322	0.423738475991	6
HP:0006645	Thin clavicles	-0.0609507038803	0.117016283764	5
HP:0004791	Esophageal ulceration	0.0480303006596	0.671906870093	5
HP:0030736	Sacrococcygeal teratoma	0.0091804830343	0.815545915289	5
HP:0032231	Hypochromia	-0.0301089340441	0.0197911436741	5
HP:0010543	Opsoclonus	-0.0256637447611	0.0176725735492	5
HP:0009072	Decreased Achilles reflex	0.105794149951	0.329341957399	5
HP:0006915	Inability to walk by childhood/adolescence	-0.0337437235673	0.0102115708784	5
HP:0008890	Severe short-limb dwarfism	-0.0449036746323	0.0888890020872	5
HP:0100019	Cortical cataract	0.00512440601583	0.743159039743	4
HP:0008915	Childhood-onset truncal obesity	-0.0894841607983	0.0881031362224	5
HP:0040154	Acne inversa	0.0230569722181	0.700658348871	5
HP:0006984	Distal sensory loss of all modalities	-0.0067432808617	0.804967859039	5
HP:0004444	Spherocytosis	0.056544910247	0.0414191475055	5
HP:0200128	Biventricular hypertrophy	-0.042726124784	0.390348759575	5
HP:0031566	Abnormal pulmonary valve cusp morphology	0.0721112788732	0.354747450839	3
HP:0100548	Exstrophy	-0.00352768526983	0.933091138643	5
HP:0040156	Elevated urinary carboxylic acid	-0.0490030867453	0.150453988897	5
HP:0003736	Autophagic vacuoles	-0.0199844641112	0.11830191663	5
HP:0009756	Popliteal pterygium	-0.0385800986753	0.188852608767	5
HP:0009751	Aplasia of the pectoralis major muscle	-0.0238746964948	0.0948988517189	4
HP:0012263	Immotile cilia	-0.0178287163388	0.0382733019955	4
HP:0009028	Generalized weakness of limb muscles	-0.0643472661872	0.0898185477225	5
HP:0000947	Dumbbell-shaped long bone	-0.0132817345832	0.378811492216	5
HP:0009730	Rhabdomyoma	0.000420419999173	0.995161191823	5
HP:0010658	Patchy changes of bone mineral density	-0.023827076357	0.321859033645	5
HP:0012019	Lens luxation	-0.00600075522302	0.787523242464	4
HP:0000922	Posterior rib cupping	-0.0359887869317	0.00928128799472	4
HP:0004962	Thoracic aorta calcification	-0.0355723016609	0.384168199942	5
HP:0000904	Flaring of rib cage	-0.0344653672296	0.692289436491	3
HP:0001117	Sudden loss of visual acuity	-0.010197467044	0.918372175094	5
HP:0040134	Abnormal hepatic iron concentration	-0.020746497223	0.28112000635	4
HP:0001204	Distal symphalangism of hands	-0.049989685471	0.0514576167708	5
HP:0008655	Aplasia/Hypoplasia of the fallopian tube	-0.0298840026615	0.0018482353878	4
HP:0008765	Auditory hallucinations	0.0349913330054	0.166859961495	5
HP:0010048	Aplasia of metacarpal bones	-0.0579308013343	0.149653754354	5
HP:0004626	Lumbar scoliosis	-0.00380558964006	0.649325088414	5
HP:0005145	Coronary artery stenosis	0.0457852395608	0.519955849145	5
HP:0008223	Compensated hypothyroidism	0.0243020713297	0.541587505777	5
HP:0009464	Ulnar deviation of the 2nd finger	-0.0467997445741	0.0707200739122	5
HP:0005506	Chronic myelogenous leukemia	0.0147159432314	0.725645884171	5
HP:0001929	Reduced factor XI activity	-0.0414098628513	0.0189803193416	5
HP:0030816	Gingival recession	0.0734627674609	0.469727954478	5
HP:0006467	Limited shoulder movement	0.0480026044534	0.677208997644	5
HP:0002077	Migraine with aura	0.0400829373481	0.311240763347	5
HP:0011466	Aplasia/Hypoplasia of the gallbladder	0.00451843872316	0.810549757264	5
HP:0010241	Short proximal phalanx of finger	-0.0393769531342	0.174456014132	5
HP:0012600	Abnormal urine chloride concentration	0.0990569012279	0.528029313302	5
HP:0003203	Impaired oxidative burst	0.166824724218	0.442290411609	4
HP:0006951	Retrocerebellar cyst	-0.0575269079733	0.145506959354	4
HP:0003183	Wide pubic symphysis	-0.00351842288471	0.917187973875	4
HP:0012330	Pyelonephritis	0.00992902906749	0.809147579196	5
HP:3000003	Abnormal mandibular ramus morphology	-0.0101649592098	0.653913958099	5
HP:0012208	Nonmotile sperm	-0.0545415525647	0.284377339455	4
HP:0003208	Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	0.0855409236694	0.0949090464203	5
HP:0011526	Abnormality of lens shape	0.00450266954095	0.890587497202	3
HP:0011524	Iris melanoma	-0.0743472912189	0.0731818414073	5
HP:0007365	Aplasia/Hypoplasia involving the corticospinal tracts	-0.0748874220984	0.293320513326	3
HP:0012107	Increased fibular diameter	-0.0475049403326	0.0155744578229	5
HP:0000552	Tritanomaly	0.00202078715867	0.916629723259	5
HP:0012873	Absent vas deferens	0.150595993895	0.170055360521	3
HP:0012177	Abnormal natural killer cell physiology	-0.0208359593536	0.326056627542	3
HP:0001126	Cryptophthalmos	0.0064876629769	0.816278601489	5
HP:0003206	Decreased activity of NADPH oxidase	0.163806759998	0.451950187998	4
HP:0011682	Perimembranous ventricular septal defect	-0.00422012219809	0.668997223608	4
HP:0040276	Adenocarcinoma of the colon	0.00363850969079	0.926822375527	5
HP:0004458	Dilatated internal auditory canal	-0.0353137497148	0.543501063277	4
HP:0004358	Abnormality of superoxide metabolism	0.163806759998	0.451950187998	4
HP:0012872	Abnormal vas deferens morphology	0.150595993895	0.170055360521	3
HP:0030517	Heteronymous hemianopia	-0.010197467044	0.918372175094	5
HP:0010816	Epidermal nevus	0.0734797070344	0.497472706047	5
HP:0008233	Decreased circulating progesterone	-0.0283772927123	0.0200810170491	5
HP:0002914	Hyperchloriduria	0.0990569012279	0.528029313302	5
HP:0030502	Retinoschisis	0.273110265258	0.20401594461	4
HP:0000265	Mastoiditis	-0.00986071085368	0.373565292467	5
HP:0012055	Ciliary body melanoma	-0.0743472912189	0.0731818414073	5
HP:0000063	Fused labia minora	0.0881687025318	0.591087561492	5
HP:0000263	Oxycephaly	-0.0576023659983	0.1261872177	5
HP:0009935	Aplasia/Hypoplasia of the nasal septum	0.0321281677442	0.53369621952	5
HP:0030006	Single fiber EMG abnormality	-0.0643472661872	0.0898185477225	5
HP:0007655	Eversion of lateral third of lower eyelids	0.00384642557124	0.899975358046	4
HP:0012675	Iron accumulation in brain	-0.018192647935	0.382854827064	4
HP:0008392	Subungual hyperkeratosis	0.177363927751	0.420088858871	4
HP:0000915	Pectus excavatum of inferior sternum	0.0175228850048	0.652634465163	5
HP:0004923	Hyperphenylalaninemia	-0.00414069009099	0.882615170554	5
HP:0010639	Elevated alkaline phosphatase of bone origin	-0.0301137835302	0.51384398641	5
HP:0100282	Acute colitis	-0.0506770495326	0.191955994467	5
HP:0100580	Barrett esophagus	-0.0278592772318	0.579500434771	5
HP:0011808	Decreased patellar reflex	0.0750899707091	0.477233185415	5
HP:0100513	Vitamin E deficiency	0.0399844796193	0.650699361027	5
HP:0025331	Upgaze palsy	0.0173861824072	0.72311924117	4
HP:0001144	Orbital cyst	0.0275889603898	0.606396563698	5
HP:0008372	Abnormality of vitamin A metabolism	0.0586294339214	0.608738815844	4
HP:0008494	Inferior lens subluxation	-0.0743472912189	0.0731818414073	5
HP:0011531	Vitritis	0.657280281649	0.170629246133	2
HP:0002731	Decreased lymphocyte apoptosis	0.0218448555419	0.400480243157	5
HP:0000875	Episodic hypertension	-0.0551079507389	0.373563403407	5
HP:0008038	Aplastic/hypoplastic lacrimal glands	-0.100097796065	0.0324958359526	5
HP:0007067	Distal peripheral sensory neuropathy	0.0124842148274	0.840372656637	5
HP:0007811	Horizontal pendular nystagmus	0.0716692422335	0.496352018603	4
HP:0004576	Sclerotic vertebral endplates	-0.0184746286083	0.275369827601	4
HP:0001092	Absent lacrimal punctum	-0.0810849231674	0.15970696471	5
HP:0030521	Bitemporal hemianopia	-0.010197467044	0.918372175094	5
HP:0004382	Mitral valve calcification	-0.0708340170106	0.179908254199	5
HP:0005758	Basilar impression	0.0209191525077	0.805385591642	5
HP:0009889	Localized hirsutism	-0.0134297187669	0.528138019736	4
HP:0100838	Recurrent cutaneous abscess formation	0.0325608307248	0.676715489531	4
HP:0200160	Agenesis of maxillary incisor	0.0188006830689	0.613945279841	2
HP:0007133	Progressive peripheral neuropathy	0.0522555050574	0.567147020749	4
HP:0012054	Choroidal melanoma	-0.0743472912189	0.0731818414073	5
HP:0001839	Split foot	-0.0368077190374	0.531861035505	4
HP:0011094	Overbite	-0.017173999579	0.108289499118	3
HP:0009715	Papillary cystadenoma of the epididymis	-0.00119259711839	0.981611108943	5
HP:0011761	Pituitary null cell adenoma	-0.0572551771699	0.126946449905	5
HP:0004387	Enterocolitis	-0.0506770495326	0.191955994467	5
HP:0007308	Extrapyramidal dyskinesia	-0.0217734723454	0.183649693866	3
HP:0012579	Minimal change glomerulonephritis	0.037177926885	0.539090486181	4
HP:0003362	Increased VLDL cholesterol concentration	-0.0221804205767	0.245390559041	5
HP:0011768	Parathyroid dysgenesis	-0.0544487042416	0.172351441226	5
HP:0009659	Partial absence of thumb	-0.0836224875558	0.0952021129937	5
HP:0003131	Cystinuria	-0.117770296757	0.0327073707159	5
HP:0100515	Pollakisuria	-0.0138432796746	0.336673272389	4
HP:0100718	Uterine rupture	0.0901962294803	0.129482815627	4
HP:0003482	EMG: axonal abnormality	-0.0633161670701	0.114519107401	5
HP:0006779	Alveolar rhabdomyosarcoma	0.00370738858601	0.857993175388	5
HP:0005263	Gastritis	0.0259304294066	0.694469074023	5
HP:0011992	Abnormality of neutrophil morphology	-0.0438688817169	0.278189295345	5
HP:0007068	Inferior vermis hypoplasia	0.00826026391365	0.904123266967	4
HP:0002263	Exaggerated cupid's bow	-0.0787317423553	0.154998942895	4
HP:0031958	Spastic paraparetic gait	-0.0128149081852	0.843920443199	4
HP:0003218	Oroticaciduria	-0.000984358009045	0.948225233258	5
HP:0006285	Hypomineralization of enamel	-0.0427315138453	0.194387612606	3
HP:0003013	Bulging epiphyses	-0.0399344538237	0.464681808187	4
HP:0006286	Yellow-brown discoloration of the teeth	-0.00972191825427	0.252136639982	4
HP:0025403	Stooped posture	-0.0169567882815	0.493943851384	5
HP:0006585	Congenital pseudoarthrosis of the clavicle	-0.0580355342433	0.237130635299	4
HP:0008802	Hypoplasia of the femoral head	-0.0456026947271	0.242020404901	5
HP:0003210	Decreased methylmalonyl-CoA mutase activity	-0.0149997883989	0.323064844833	5
HP:0002724	Recurrent Aspergillus infections	0.166321148733	0.44389021834	4
HP:0004485	Cessation of head growth	-0.0283772927123	0.0200810170491	5
HP:0004481	Progressive macrocephaly	0.0682396406155	0.489184811857	5
HP:0011565	Common atrium	0.0103371100375	0.554130428506	4
HP:0003237	Increased circulating IgG level	-0.0156464265387	0.00229222792793	5
HP:0031889	Abnormal VLDL cholesterol concentration	-0.0221804205767	0.245390559041	5
HP:0000877	Insulin-resistant diabetes mellitus at puberty	-0.0838564009945	0.0586362186723	5
HP:0031212	Abnormal circulating progesterone level	-0.0283772927123	0.0200810170491	5
HP:0004565	Severe platyspondyly	-0.0510568967011	0.206084862226	5
HP:0003228	Hypernatremia	-0.00152349551811	0.949360228289	4
HP:0100008	Schwannoma	-0.028071088647	0.515019862405	5
HP:0040166	Abnormality of the periosteum	-0.042109732843	0.290880859616	5
HP:0001466	Contiguous gene syndrome	-0.0368196965825	0.383490202272	5
HP:0005349	Hypoplasia of the epiglottis	-0.0134338336458	0.68134138325	5
HP:0100769	Synovitis	-0.0169994505594	0.143194995943	5
HP:0011479	Abnormal lacrimal punctum morphology	-0.0810849231674	0.15970696471	5
HP:0011470	Nasogastric tube feeding in infancy	-0.0379229724081	0.534288946813	4
HP:0002790	Neonatal breathing dysregulation	-0.0402579389101	0.0599306525212	5
HP:0011476	Profound sensorineural hearing impairment	0.00116453603411	0.975137083884	5
HP:0005430	Recurrent Neisserial infections	0.00844243863895	0.474822076897	5
HP:0011735	Adrenocorticotropin deficient adrenal insufficiency	-0.0106076469653	0.915107385743	5
HP:0025427	Abnormal bronchus physiology	-0.0271819727298	0.0358762923261	4
HP:0000292	Loss of facial adipose tissue	-0.0163441764819	0.438775597934	5
HP:0200044	Porokeratosis	-0.0247545114897	0.132757101891	5
HP:0002038	Protein avoidance	0.0930157547752	0.321391251377	4
HP:0006279	Beta-cell dysfunction	-0.115488516622	0.0365951481745	5
HP:0100899	Sclerosis of finger phalanx	-0.0543463532968	0.0702972257692	5
HP:0031258	Delirium	-0.0203761283206	0.127062931358	4
HP:0000863	Central diabetes insipidus	-0.0251235872045	0.578003456974	5
HP:0012465	Elevated hepatic iron concentration	-0.020746497223	0.28112000635	4
HP:0012587	Macroscopic hematuria	-0.0413213456853	0.303476087063	5
HP:0009317	Deviation of the 3rd finger	-0.0918585497728	0.0558878403913	5
HP:0009796	Branchial cyst	-0.0564070637837	0.253600510231	4
HP:0004333	Bone-marrow foam cells	0.0243901032704	0.36313939205	5
HP:0009629	Aplasia/Hypoplasia of the proximal phalanx of the thumb	-0.11073179636	0.0225250427471	5
HP:0030666	Retinal neovascularization	0.0931239198682	0.361463660042	4
HP:0008696	Renal hamartoma	-0.0553471664878	0.334345838129	5
HP:0030445	Pulmonary carcinoid tumor	-0.0654307585797	0.178992434664	4
HP:0009045	Exercise-induced rhabdomyolysis	0.000334695864249	0.995101401711	5
HP:0007441	Hyperpigmented/hypopigmented macules	-0.00129652968854	0.965929274762	5
HP:0100575	Neoplasm of the gallbladder	0.0439041484115	0.617397128917	5
HP:0007267	Chronic axonal neuropathy	0.0246107932956	0.537645690446	5
HP:0006897	Cranial nerve VI palsy	-0.0100139713227	0.919874830453	5
HP:0002786	Tracheobronchomalacia	-0.0308126663414	0.166800924035	4
HP:0030272	Abnormal erythrocyte enzyme activity	0.0458722006221	0.516097676257	5
HP:0001982	Sea-blue histiocytosis	0.0457331483442	0.129088923978	5
HP:0410018	Recurrent ear infections	-0.0370251617961	0.36024269665	5
HP:0010111	Short phalanx of hallux	-0.0246443086736	0.10293230883	4
HP:0004943	Accelerated atherosclerosis	-0.00829318382017	0.928235935647	5
HP:0008749	Laryngeal hypoplasia	-0.00472887813483	0.866728208494	5
HP:0001857	Short distal phalanx of toe	-0.0230712182448	0.100169828974	5
HP:0010862	Delayed fine motor development	0.0202914592243	0.678319657361	5
HP:0001043	Prominent scalp veins	-0.0546411287027	0.150206812599	5
HP:0031331	Abnormal cardiomyocyte morphology	0.121551406505	0.221375078496	5
HP:0002193	Pseudobulbar behavioral symptoms	0.0790115134974	0.283567576589	5
HP:0002190	Choroid plexus cyst	-0.00381357105847	0.917596214402	5
HP:0100522	Thymoma	-0.0572551771699	0.126946449905	5
HP:0000623	Supranuclear ophthalmoplegia	-0.0427295917493	0.419626058437	5
HP:0006858	Impaired distal proprioception	-0.0123621843092	0.651550679426	4
HP:0000652	Lower eyelid coloboma	-0.0400426767037	0.166235071063	4
HP:0002195	Dysgenesis of the cerebellar vermis	-0.0473624279993	0.0542121288164	5
HP:0000658	Eyelid apraxia	-0.05711134961	0.177673833594	5
HP:0030202	Favorable response of weakness to acetylcholine esterase inhibitors	-0.0643472661872	0.0898185477225	5
HP:0008942	Acute rhabdomyolysis	-0.00863024416828	0.887750402678	5
HP:0002416	Subependymal cysts	-0.0338304250922	0.0634595043282	5
HP:0003982	Aplasia of the ulna	-0.0293293662361	0.101895595258	5
HP:0030205	Increased jitter at single fibre EMG	-0.0643472661872	0.0898185477225	5
HP:0025191	Segmental myoclonic seizures	0.165800217309	0.286059060417	5
HP:0001786	Narrow foot	-0.152492182315	0.0224643567077	3
HP:0025247	Dermoid cyst	0.00660594758375	0.894076936705	5
HP:0009722	Dental enamel pits	-0.0425969802498	0.430528854386	4
HP:0009729	Cardiac rhabdomyoma	0.000420419999173	0.995161191823	5
HP:0004734	Renal cortical microcysts	-0.0389866567901	0.074267107515	5
HP:0030421	Epididymal neoplasm	-0.00119259711839	0.981611108943	5
HP:0010194	Aplasia/Hypoplasia of the middle phalanges of the toes	-0.0220978599425	0.0242880321441	5
HP:0008003	Jerky ocular pursuit movements	-0.0294216496928	0.0422047869581	5
HP:0100829	Galactorrhea	-0.0123709082357	0.924884646921	4
HP:0001054	Numerous nevi	-0.0545694326274	0.342018832371	5
HP:0011871	Impaired ristocetin-induced platelet aggregation	-0.0413213456853	0.303476087063	5
HP:0007016	Corticospinal tract hypoplasia	-0.0748874220984	0.293320513326	3
HP:0025101	Dysgenesis of the hippocampus	0.00532658257593	0.805397521762	5
HP:0100665	Angioedema	-0.0166225572085	0.0777794490457	5
HP:0032064	Gastrointestinal eosinophilia	0.0508483189869	0.240214251761	5
HP:0000800	Cystic renal dysplasia	-0.022284375911	0.010068738754	5
HP:0000808	Penoscrotal hypospadias	-0.0277245000914	0.0115403618496	3
HP:0002762	Multiple exostoses	-0.0208187178103	0.499333964207	4
HP:0010454	Acetabular spurs	-0.0344447947193	0.455342074885	5
HP:0011705	First degree atrioventricular block	-0.0586409409597	0.135262090191	5
HP:0004975	Erlenmeyer flask deformity of the femurs	0.0639802431576	0.621662501645	5
HP:0012311	Monocytosis	0.00599479925041	0.85427465881	5
HP:0003144	Increased serum serotonin	-0.0277572708676	0.120632008235	3
HP:0006888	Meningoencephalocele	-0.00274209859907	0.594570507499	4
HP:0100534	Episcleritis	-0.000655016717717	0.968768702481	4
HP:0003789	Minicore myopathy	0.122907148889	0.381294313963	4
HP:0004900	Severe lactic acidosis	-0.0841588168542	0.429762810134	2
HP:0012209	Juvenile myelomonocytic leukemia	0.0399490403913	0.352980663276	5
HP:0001041	Facial erythema	-0.07570630259	0.272688422652	3
HP:0001750	Single ventricle	-0.0269041761377	0.0729984363328	3
HP:0006549	Unilateral primary pulmonary dysgenesis	-0.175750146706	0.0	4
HP:0025267	Snoring	-0.0291881484189	0.00811854495241	4
HP:0005588	Patchy palmoplantar keratoderma	0.0680066523536	0.509768392656	5
HP:0011516	Achromatopsia	-0.0418764981977	0.121294180834	5
HP:0002836	Bladder exstrophy	-0.00352768526983	0.933091138643	5
HP:0001013	Eruptive xanthomas	0.00636584127641	0.728434882866	5
HP:0031987	Diminished ability to concentrate	0.0608330317893	0.651560767466	4
HP:0012888	Abnormality of the uterine cervix	0.0616212732207	0.299069838413	4
HP:0025084	Folliculitis	0.241094890102	0.441369736587	3
HP:0040079	Irregular dentition	-0.0127739095722	0.789157717868	5
HP:0003089	Hamstring contractures	0.0182445937295	0.549185564796	4
HP:0011341	Long upper lip	-0.114394172103	0.0592345720717	4
HP:0007925	Lacrimal duct aplasia	0.00321556280214	0.879626294752	5
HP:0003081	Increased urinary potassium	0.0990569012279	0.528029313302	5
HP:0005586	Hyperpigmentation in sun-exposed areas	0.0157721849372	0.585717320453	5
HP:0003658	Hypomethioninemia	-0.0239959219192	0.0448648517429	5
HP:0008440	C1-C2 vertebral abnormality	-0.0474368902731	0.238575325518	5
HP:0001685	Myocardial fibrosis	-0.00125288293538	0.965771520483	4
HP:0000206	Glossitis	-0.0820666404837	0.0462506100957	5
HP:0010610	Palmar pits	0.020327343299	0.707565626415	5
HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria	-0.0105509116155	0.66967827701	4
HP:0410151	Eosinophilic infiltration of the esophagus	0.0508483189869	0.240214251761	5
HP:0030886	Abnormal lymphocyte apoptosis	0.0218448555419	0.400480243157	5
HP:0030800	Abnormal visual accommodation	-0.0743472912189	0.0731818414073	5
HP:0010745	Aplasia of the phalanges of the toes	-0.0689251445127	0.113745072725	5
HP:0011590	Double aortic arch	-0.175750146706	0.0	4
HP:0010677	Enuresis nocturna	0.00368801974382	0.874181775167	4
HP:0000200	Short lingual frenulum	0.0137456393141	0.562977537596	4
HP:0012197	Insulinoma	-0.0572551771699	0.126946449905	5
HP:0011970	Cerebral amyloid angiopathy	-0.00209587224756	0.90512133274	5
HP:0007029	Cerebral berry aneurysm	-0.0525850583839	0.171905209385	5
HP:0007917	Tractional retinal detachment	0.0788607979878	0.452716422956	4
HP:0009789	Perianal abscess	-0.00870669710931	0.536203835157	5
HP:0030173	Peripheral hypermyelination	-0.0626727832478	0.0910270404063	5
HP:0008357	Reduced factor XIII activity	-0.00260860223774	0.924954668944	5
HP:0001814	Deep-set nails	0.0950549551793	0.481626591602	5
HP:0100617	Testicular seminoma	-0.00855876158175	0.668925586311	3
HP:0003304	Spondylolysis	-0.0329538393836	0.111982043268	4
HP:0009486	Radial deviation of the hand	-0.0204012561692	0.0905032391691	4
HP:0003778	Short mandibular rami	-0.0101649592098	0.653913958099	5
HP:0003184	Decreased hip abduction	0.00824287972869	0.861530099721	5
HP:0000849	Adrenocortical abnormality	-0.0371969423243	0.289827914466	4
HP:0001950	Respiratory alkalosis	0.168734315659	0.351668697435	4
HP:0001742	Nasal obstruction	-0.0269580476281	0.107190605042	5
HP:0001741	Phimosis	0.141718239471	0.444199053041	3
HP:0005590	Spotty hypopigmentation	0.00921260389603	0.664404616557	4
HP:0002599	Head titubation	-0.0474772905967	0.267881230795	4
HP:0002678	Skull asymmetry	-0.0298555193542	0.529150052578	5
HP:0010759	Prominence of the premaxilla	-0.0481236833259	0.262974491893	5
HP:0100333	Unilateral cleft lip	0.00264019715074	0.913655868466	5
HP:0007001	Loss of Purkinje cells in the cerebellar vermis	-0.00240658133519	0.951751995293	5
HP:0012726	Episodic hypokalemia	0.0153275698952	0.567782126419	3
HP:0008291	Pituitary corticotropic cell adenoma	-0.0572551771699	0.126946449905	5
HP:0008963	Tibialis muscle weakness	0.346370177657	0.154563714204	4
HP:0002243	Protein-losing enteropathy	-0.0222308819071	0.641025590316	5
HP:0045014	Hypolipidemia	-0.0292380576819	0.0522403912352	5
HP:0009806	Nephrogenic diabetes insipidus	0.00681636830879	0.736029841894	4
HP:0007716	Uveal melanoma	-0.0743472912189	0.0731818414073	5
HP:0100869	Palmar telangiectasia	0.0393524619272	0.65630144478	5
HP:0002349	Focal aware seizure	-0.0092955537941	0.634160740235	5
HP:0100693	Iridodonesis	0.0467496222788	0.261055619279	4
HP:0008341	Distal renal tubular acidosis	0.0234776599022	0.361506859168	5
HP:0007377	Abnormality of somatosensory evoked potentials	-0.0113706503115	0.765645793692	5
HP:0010806	U-Shaped upper lip vermilion	-0.0876494422339	0.10512384927	2
HP:0004330	Increased skull ossification	-0.00883741042234	0.849790964645	5
HP:0011410	Caesarian section	0.370027995621	0.158428439641	4
HP:0030846	Abnormality of venous physiology	-0.0289083371232	0.356276997855	5
HP:0004394	Multiple gastric polyps	0.366899952435	0.426751526481	5
HP:0000675	Macrodontia of permanent maxillary central incisor	-0.0414885947106	0.392296724826	5
HP:0030434	Pilomatrixoma	0.428418502007	0.343331402744	5
HP:0009105	Abnormal ossification of the pubic bone	-0.0563208877445	0.167726783611	5
HP:0007166	Paroxysmal dyskinesia	-0.0591483988819	0.254232992961	4
HP:0003159	Hyperoxaluria	-0.036437642733	0.362257823463	5
HP:0003158	Hyposthenuria	-0.0128156658653	0.839251616102	4
HP:0010290	Short hard palate	-0.0493004199209	0.22964102875	5
HP:0032135	Decreased circulating IgG subclass level	0.22807425164	0.390218008035	5
HP:0011081	Incisor macrodontia	-0.0414885947106	0.392296724826	5
HP:0008348	Decreased circulating IgG2 level	0.22807425164	0.390218008035	5
HP:0011839	Abnormal T cell count	-0.0391818027138	0.32507009067	5
HP:0003530	Glutaric acidemia	-0.0167691121062	0.401128494757	4
HP:0004841	Reduced factor XII activity	-0.0292039395572	0.00358701687316	5
HP:0002480	Hepatic encephalopathy	-0.0497306304102	0.206565084514	3
HP:0003752	Episodic flaccid weakness	0.0153275698952	0.567782126419	3
HP:0000394	Lop ear	0.023153395964	0.735475142079	3
HP:0009917	Persistent pupillary membrane	0.00906228620571	0.789641907657	5
HP:0011749	Adrenocorticotropic hormone excess	0.143670244954	0.357542396302	5
HP:0005461	Craniofacial disproportion	-0.0636591665952	0.1872312402	4
HP:0040197	Encephalomalacia	-0.0184611828419	0.0828796010696	5
HP:0008314	Decreased activity of mitochondrial complex II	0.0984490417055	0.540714535229	5
HP:0003613	Antiphospholipid antibody positivity	-0.0167842098044	0.0165796296377	4
HP:0032051	Focal cortical dysplasia type II	-0.0529922279571	0.205416201281	5
HP:0000317	Facial myokymia	-0.0397688523047	0.041250509632	5
HP:0002752	Sparse bone trabeculae	-0.0399344538237	0.464681808187	4
HP:0008258	Congenital adrenal hyperplasia	0.148390163924	0.339316685786	5
HP:0006628	Absent sternal ossification	-0.0268862687211	0.0738246247193	5
HP:0005465	Facial hyperostosis	-0.0427253034776	0.0132897919462	4
HP:0012407	Scissor gait	-0.0128149081852	0.843920443199	4
HP:0012071	Abnormal circulating acetylcarnitine concentration	-0.0540142557114	0.161419303748	5
HP:0000362	Otosclerosis	0.0408738632531	0.526037578913	5
HP:0006251	Limited wrist extension	0.110439273497	0.313680866892	5
